,text,text_mark_rm,text_checked,text_len
8858,이유리 언제 다시 나옴 ???,이유리 언제 다시 나옴 ,이유리 언제 다시 나옴 ,13
8859,재미없어짐 이유리도 안나오고 진성은 왜 나옴 채널 돌리게 됨 ㅠ,재미없어짐 이유리도 안나오고 진성은 왜 나옴 채널 돌리게 됨 ㅠ,재미 없어짐 이유리도 안 나오고 진성은 왜 나옴 채널 돌리게 됨 ㅠ,35
8860,부러우면 부럽다고하지...전혜빈 열심히하던데 왜난린거지..,부러우면 부럽다고하지전혜빈 열심히하던데 왜난린거지,부러우면 부럽다고 하지 전혜빈 열심히 하던데 왜 난인 거지,27
8861,이경규 짱 최고야 ~^^,이경규 짱 최고야 ,이경규 짱 최고야 ,10
8862,김종현 때문에 보게 됐는데 이경규 아저씨 넘 재밌네.,김종현 때문에 보게 됐는데 이경규 아저씨 넘 재밌네,김종현 때문에 보게 됐는데 이경규 아저씨 너무 재밌네,28
8863,이거 주 소비층 모르고 방송하는거라서....,이거 주 소비층 모르고 방송하는거라서,이거 주 소비층 모르고 방송하는 거라서,20
8864,슈돌편스토랑나혼산 대표적인 위화감조성 프로그램들.... 때가 어느땐데 공영방송에서 연예인들 돈자랑질임????,슈돌편스토랑나혼산 대표적인 위화감조성 프로그램들 때가 어느땐데 공영방송에서 연예인들 돈자랑질임,슈도로 편 스토랑 나 환산 대표적인 위화감 조성 프로그램들 때가 어느 땐데 공영방송에서 연예인들 돈 자랑질임,52
8865,이정현도 자랑질 쩌는건 마찬가지였어도 실력은 인정했는데 전혜빈은 유튜브레시피 범벅으로 하나같이 보여주기 레시피.... 편스토랑은 하고싶은 말이 뭐야??? 의사랑 결혼하면 팔자좋게 넓은주방에서 요리를 할수 있다 이건강?,이정현도 자랑질 쩌는건 마찬가지였어도 실력은 인정했는데 전혜빈은 유튜브레시피 범벅으로 하나같이 보여주기 레시피 편스토랑은 하고싶은 말이 뭐야 의사랑 결혼하면 팔자좋게 넓은주방에서 요리를 할수 있다 이건강,이정현도 자랑질 쩌는건 마찬가지였어도 실력은 인정했는데 전혜빈은 유튜브 레시피 범벅으로 하나같이 보여주기 레시피 편스토랑은 하고 싶은 말이 뭐야 의사랑 결혼하면 팔자 좋게 넓은 주방에서 요리를 할 수 있다 이 건강,113
8866,전혜빈 핵비호,전혜빈 핵비호,전혜빈 핵비호,7
8867,전혜빈 치과의사 남편한테 시집가서 집이 럭셔리,전혜빈 치과의사 남편한테 시집가서 집이 럭셔리,전혜빈 치과의사 남편한테 시집가서 집이 럭셔리,25
8868,"김수찬님 말도 넘 잘하심,노래도 잘하시고 잘생기기까지 ~계속 고정시켜 주세요^^","김수찬님 말도 넘 잘하심,노래도 잘하시고 잘생기기까지 계속 고정시켜 주세요","김수찬 님 말도 너무 잘하심, 노래도 잘하시고 잘생기기까지 계속 고정시켜 주세요",41
8869,이정현하고 왜 비교를 하는지.. 따라한다느니 이런말은 좀 그러네요. 오히려 전혜빈이 더 진정성 느껴지는데. 사실 이정현은 너무 과시욕 자랑질이 많아서 보기 불편했고 요리책 홍보하러 나온거 같았어요.,이정현하고 왜 비교를 하는지 따라한다느니 이런말은 좀 그러네요 오히려 전혜빈이 더 진정성 느껴지는데 사실 이정현은 너무 과시욕 자랑질이 많아서 보기 불편했고 요리책 홍보하러 나온거 같았어요,이정현하고 왜 비교를 하는지 따라 한다느니 이런 말은 좀 그러네요 오히려 전혜빈이 더 진정성 느껴지는데 사실 이정현은 너무 과시욕 자랑질이 많아서 보기 불편했고 요리책 홍보하러 나온 거 같았어요,105
8870,전혜빈이 남편이 추천했다는거 보니까 이정현 하는거 보고 나가보라고 했나보네 ㅋ,전혜빈이 남편이 추천했다는거 보니까 이정현 하는거 보고 나가보라고 했나보네 ㅋ,전혜빈이 남편이 추천했다는 거 보니까 이정현 하는 거 보고 나가보라고 했나 보네 ㅋ,43
8871,와인이 비싸든말든 어차피 마시다 남아서 넣어둔거 못마시니 만든건데 그게 왜 문젠데..그리고 그걸로 음식만든건데..참 별껄다 시비거네,와인이 비싸든말든 어차피 마시다 남아서 넣어둔거 못마시니 만든건데 그게 왜 문젠데그리고 그걸로 음식만든건데참 별껄다 시비거네,와인이 비싸든 말든 어차피 마시다 남아서 넣어 둔 거 못 마시니 만든 건데 그게 왜 문젠데 그리고 그걸로 음식 만든 건데 참 별걸 다 시비 거네,69
8872,이정현 대타로는 마이 약하네 전혜빈은,이정현 대타로는 마이 약하네 전혜빈은,이정현 대타로는 마이 약하네 전혜빈은,20
8873,저거 이마트에서 팜 너나 알아봐,저거 이마트에서 팜 너나 알아봐,저거 이마트에서 팜 너나 알아봐,17
8874,싸구려 와인이던디 ㅋㅋ,싸구려 와인이던디 ㅋㅋ,싸구려 와인이던 디 ㅋㅋ,12
8875,와인소금 만든다고 90만원짜리 오퍼스원 와인.... 그게 못쓰게 될 와인이 아니다 이것듀라.... 제작진은 주작을 할거면 최소한 알아는보고 해라... 그걸 모르고 전혜빈이 쓴거면 애주가가라 할수가 없어,와인소금 만든다고 90만원짜리 오퍼스원 와인 그게 못쓰게 될 와인이 아니다 이것듀라 제작진은 주작을 할거면 최소한 알아는보고 해라 그걸 모르고 전혜빈이 쓴거면 애주가가라 할수가 없어,와인 소금 만든다고 90만 원짜리 오퍼스원 와인 그게 못쓰게 될 와인이 아니다 이것듀라 제작진은 주작을 할 거면 최소한 알아는 보고 해라 그걸 모르고 전혜빈이 쓴 거면 애주가 가라 할 수가 없어,101
8876,좋은 생각들만 해요 정글에 갔을때도몸사리지않고 열심히하고 뭐든 최선을 다하는모습이 좋아요 ~~,좋은 생각들만 해요 정글에 갔을때도몸사리지않고 열심히하고 뭐든 최선을 다하는모습이 좋아요 ,좋은 생각들만 해요 정글에 갔을 때도 몸 사리지 않고 열심히 하고 뭐든 최선을 다하는 모습이 좋아요 ,50
8877,전혜빈 요리 찐이넹,전혜빈 요리 찐이넹,전혜빈 요리 찐이네,10
8878,오늘 경규옹이랑 전혜빈꺼만 재밌게 봤네..진성은 이번이 마지막 방송이길..너무 신파로 끌고가서 채널 돌렸다,오늘 경규옹이랑 전혜빈꺼만 재밌게 봤네진성은 이번이 마지막 방송이길너무 신파로 끌고가서 채널 돌렸다,오늘 경규 옹이랑 전혜빈 거만 재밌게 봤네 진 성은 이번이 마지막 방송이길 너무 신파로 끌고 가서 채널 돌렸다,55
8879,혜빈이 집자랑 남편자랑 요리자랑 제대로 했네~~~,혜빈이 집자랑 남편자랑 요리자랑 제대로 했네,혜빈이 집 자랑 남편 자랑 요리 자랑 제대로 했네,24
8880,못마시는 와인 버리기 그래서 만든건데 뭐가 문젠데..이정현 전혜빈같이 완벽하게 살림하는 사람들 나오면 질투나서 난리네..한심하다...너네들도 그렇게 열심히 살아라,못마시는 와인 버리기 그래서 만든건데 뭐가 문젠데이정현 전혜빈같이 완벽하게 살림하는 사람들 나오면 질투나서 난리네한심하다너네들도 그렇게 열심히 살아라,못 마시는 와인 버리기 그래서 만든 건데 뭐가 문젠데 이정현 전혜빈같이 완벽하게 살림하는 사람들 나오면 질투 나서 난리네 한심하다 너네들도 그렇게 열심히 살아라,83
8881,출연자 문제가 아니라 제작진 문제 같아요.,출연자 문제가 아니라 제작진 문제 같아요,출연자 문제가 아니라 제작진 문제 같아요,22
8882,아재들 열등감 쩌네. 전혜빈님 응원합니다. 화팅!! 보기 조아요,아재들 열등감 쩌네 전혜빈님 응원합니다 화팅!! 보기 조아요,아재들 열등감 쩌네 전혜빈님 응원합니다 파이팅!! 보기 좋아요,33
8883,폐지해라~~뭔 방송을 그런식으로 밖에 못해요~~,폐지해라뭔 방송을 그런식으로 밖에 못해요,폐지해라 뭔 방송을 그런 식으로 밖에 못해요,22
8884,"이경규 이영자씨 빼고 다 주제와 벗어난 집,살림,요리 자랑.. 건강이 주제 아니던가요.. 리폼하고 소금 만들고 스테이크굽고 뭔일인지..주제와 벗어난 방송 지쳐요. 경규아저씨 팬심으로 1회부터 한번도 안빠지고 보는데요. 정일우씨 나오던 초기가 딱 좋았던거 같아요. ㅜㅜ경규아저씨는 딱 재료  보여주고 먹어보고 만들고 조리법도 재료도 간단간단 딱 필요한 분량 팍팍 딱 뽑아주는데  이주방송분 만들라고 일부러 그러는건가요? 아 지루해 제작진들 제발 시청자 의견 봐주세요","이경규 이영자씨 빼고 다 주제와 벗어난 집,살림,요리 자랑 건강이 주제 아니던가요 리폼하고 소금 만들고 스테이크굽고 뭔일인지주제와 벗어난 방송 지쳐요 경규아저씨 팬심으로 1회부터 한번도 안빠지고 보는데요 정일우씨 나오던 초기가 딱 좋았던거 같아요 ㅜㅜ경규아저씨는 딱 재료  보여주고 먹어보고 만들고 조리법도 재료도 간단간단 딱 필요한 분량 팍팍 딱 뽑아주는데  이주방송분 만들라고 일부러 그러는건가요 아 지루해 제작진들 제발 시청자 의견 봐주세요","이경규 이영자 씨 빼고 다 주제와 벗어난 집, 살림, 요리 자랑 건강이 주제 아니던가요 리폼하고 소금 만들고 스테이크 굽고 뭔 일인지 주제와 벗어난 방송 지쳐요 경규 아저씨 팬심으로 1회부터 한 번도 안 빠지고 보는데요 정일우 씨 나오던 초기가 딱 좋았던 거 같아요 ㅜㅜ경규 아저씨는 딱 재료  보여주고 먹어보고 만들고 조리법도 재료도 간다 간단 딱 필요한 분량 팍팍 딱 뽑아주는데  이주 방송분 만들라고 일부러 그러는 건가요 아 지루해 제작진들 제발 시청자 의견 봐주세요",249
8885,혜빈아 아까 그 와인으로? 소금 그걸로 출시하면 인정할께,혜빈아 아까 그 와인으로 소금 그걸로 출시하면 인정할께,혜빈아 아까 그 와인으로 소금 그걸로 출시하면 인정할게,30
8886,보여주기식ㅡㅡ 편의점 음식에 이정현 나무가지 는 웬말이고 와인 소금은 웬말,보여주기식ㅡㅡ 편의점 음식에 이정현 나무가지 는 웬말이고 와인 소금은 웬말,보여주기식ㅡㅡ 편의점 음식에 이정현 나뭇가지는 웬 말이고 와인 소금은 웬 말,41
8887,이정현같이 모든걸 열심히 하는 사람이 또 들어왔네..전혜빈보니까 이정현 보는거 갇다..윤은혜도 요리 잘한다는데 나왔음 좋겠다,이정현같이 모든걸 열심히 하는 사람이 또 들어왔네전혜빈보니까 이정현 보는거 갇다윤은혜도 요리 잘한다는데 나왔음 좋겠다,이정현같이 모든 걸 열심히 하는 사람이 또 들어왔네 전혜빈 보니까 이정현 보는 거 갖다 윤은혜도 요리 잘한다는데 나왔으면 좋겠다,65
8888,이건 누구의 탓도 아니고 편스토랑 제작진 문제 초반과달리 이정현때부터 주제 벗어남,이건 누구의 탓도 아니고 편스토랑 제작진 문제 초반과달리 이정현때부터 주제 벗어남,이건 누구의 탓도 아니고 편이 스토랑 제작진 문제 초반과 달리 이정현 때부터 주제 벗어남,45
8889,전혜빈씨 요리도 쉽게 뚝딱뚝딱 잘하네요.언제나 뭐든 적극적으로 하는 모습  참보기 좋네요.화이팅입니다.,전혜빈씨 요리도 쉽게 뚝딱뚝딱 잘하네요언제나 뭐든 적극적으로 하는 모습  참보기 좋네요화이팅입니다,전혜빈 씨 요리도 쉽게 뚝딱뚝딱 잘하네요 언제나 뭐든 적극적으로 하는 모습  참 보기 좋네요 파이팅입니다,54
8890,이사돈 별명이었지 맨날돈다구,이사돈 별명이었지 맨날돈다구,이 사돈 별명이었지 맨날 돈다고,15
8891,저기 있자나 방송 끝나자마자 피드백이 없는건 최악이라는 소리임,저기 있자나 방송 끝나자마자 피드백이 없는건 최악이라는 소리임,저기 있잖아 방송 끝나자마자 피드백이 없는 건 최악이라는 소리임,34
8892,저 진짜 놀랬어여... 악플상태 수준떨어짐.... 전혜빈 팬도아니도 안티도 아닌데 소름돋음... 이렇게까지 할일들이 없으신가,저 진짜 놀랬어여 악플상태 수준떨어짐 전혜빈 팬도아니도 안티도 아닌데 소름돋음 이렇게까지 할일들이 없으신가,저 진짜 놀랬어요 악플 상태 수준 떨어짐 전혜빈 팬도 아니도 안티도 아닌데 소름 돋음 이렇게까지 할 일들이 없으신가,59
8893,오늘 전혜빈파트 최악. 모출연자를 떠오르게하는 모방에 비위생적인 페인트칠 비싼와인으로 소금만들기로 요리자랑까지.... 앞으로 섭외에 신중을 기해야할듯. 이대로 가면 시청률 급락한다,오늘 전혜빈파트 최악 모출연자를 떠오르게하는 모방에 비위생적인 페인트칠 비싼와인으로 소금만들기로 요리자랑까지 앞으로 섭외에 신중을 기해야할듯 이대로 가면 시청률 급락한다,오늘 전혜빈 파트 최악 모 출연자를 떠오르게 하는 모방에 비위생적인 페인트칠 비싼 와인으로 소금 만들기로 요리 자랑까지 앞으로 섭외에 신중을 기해야 할 듯 이대로 가면 시청률 급락한다,94
8894,전혜빈 24시간 도느녀였는디(천생일분참조) 지대로 ㅎ도라슈,전혜빈 24시간 도느녀였는디(천생일분참조) 지대로 ㅎ도라슈,전혜빈 24시간 도느녀였는디(천생일분참조) 지대로 ㅎ도 마슈,32
8895,아줌마 아저씨들 악플달지 마세요,아줌마 아저씨들 악플달지 마세요,아줌마 아저씨들 악플 달지 마세요,17
8896,와이소금에 페인트칠...생업 일자리 잃고아이들 감염될까 걱정인데 참 한가하시네요거기다 노잼,와이소금에 페인트칠생업 일자리 잃고아이들 감염될까 걱정인데 참 한가하시네요거기다 노잼,와이 소금에 페인트 칠 생업 일자리 잃고 아이들 감염될까 걱정인데 참 한가하시네요 거기다 나 잼,47
8897,구해줘홈즈 편스토랑상대적 박탈감 최고,구해줘홈즈 편스토랑상대적 박탈감 최고,구해줘 홈스 편 스토랑 상대적 박탈감 최고,20
8898,시간언재바꼇어요?? 늦은시간에 보는게 꿀잼이엇는데,시간언재바꼇어요 늦은시간에 보는게 꿀잼이엇는데,시간은 재 바뀌었어요 늦은 시간에 보는 게 꿀 잼이었는데,25
8899,왕정처 묵창애 딸 왕지현 아버지는 대만인 화교★★★★★★영화 암살 인터뷰: 평소 나랏일에도 관심이 없어서 공감하기 힘들었다★★★★★★역사왜곡 장백산 광고 출연,왕정처 묵창애 딸 왕지현 아버지는 대만인 화교★★★★★★영화 암살 인터뷰 평소 나랏일에도 관심이 없어서 공감하기 힘들었다★★★★★★역사왜곡 장백산 광고 출연,왕정에 처 묵창애 딸 황지현 아버지는 대만인 화교★★★★★★영화 암살 인터뷰 평소 나랏일에도 관심이 없어서 공감하기 힘들었다★★★★★★역사왜곡 장백산 광고 출연,87
8900,혜빈씨 요리 잘하던데.. 기대헙니다,혜빈씨 요리 잘하던데 기대헙니다,혜빈 씨 요리 잘하던데 기대 헙니다,17
8901,전혜빈 이쁘게 잘사는모습 보니 좋인요,전혜빈 이쁘게 잘사는모습 보니 좋인요,전혜빈 이쁘게 잘 사는 모습 보니 좋은 요,20
8902,왕정처 묵창애 딸 왕지현 아버지는 대만인 화교★★★★★★영화 암살 인터뷰: 평소 나랏일에도 관심이 없어서 공감하기 힘들었다★★★★★★역사왜곡 장백산 광고 출연,왕정처 묵창애 딸 왕지현 아버지는 대만인 화교★★★★★★영화 암살 인터뷰 평소 나랏일에도 관심이 없어서 공감하기 힘들었다★★★★★★역사왜곡 장백산 광고 출연,왕정에 처 묵창애 딸 황지현 아버지는 대만인 화교★★★★★★영화 암살 인터뷰 평소 나랏일에도 관심이 없어서 공감하기 힘들었다★★★★★★역사왜곡 장백산 광고 출연,87
8903,왕정처 묵창애 딸 왕지현 아버지는 대만인 화교★★★★★★영화 암살 인터뷰: 평소 나랏일에도 관심이 없어서 공감하기 힘들었다★★★★★★역사왜곡 장백산 광고 출연,왕정처 묵창애 딸 왕지현 아버지는 대만인 화교★★★★★★영화 암살 인터뷰 평소 나랏일에도 관심이 없어서 공감하기 힘들었다★★★★★★역사왜곡 장백산 광고 출연,왕정에 처 묵창애 딸 황지현 아버지는 대만인 화교★★★★★★영화 암살 인터뷰 평소 나랏일에도 관심이 없어서 공감하기 힘들었다★★★★★★역사왜곡 장백산 광고 출연,87
8904,와인소금  너무 인위적,와인소금  너무 인위적,와인 소금  너무 인위적,12
8905,전혜빈도 혹시 목표가 요리책 내기?,전혜빈도 혹시 목표가 요리책 내기,전혜빈도 혹시 목표가 요리책 내기,18
8906,아줌마들 진짜 자기들이 뭐 대단한건줄 알어 ㅋㅋㅋ 그냥 시청자이면서 ㅋㅋ 재미있게 봐주면 안되는거냐 ㅋㅋ 뭐이리 불만이 많아,아줌마들 진짜 자기들이 뭐 대단한건줄 알어 ㅋㅋㅋ 그냥 시청자이면서 ㅋㅋ 재미있게 봐주면 안되는거냐 ㅋㅋ 뭐이리 불만이 많아,아줌마들 진짜 자기들이 뭐 대단한 건 줄 알아 ㅋㅋㅋ 그냥 시청자이면서 ㅋㅋ 재미있게 봐주면 안 되는 거냐 ㅋㅋ 뭐 이리 불만이 많아,69
8907,조합이 아니잖아요?  뭐가 편           스토랑이냐?그냥   맛난겆 만드세요,조합이 아니잖아요  뭐가 편           스토랑이냐그냥   맛난겆 만드세요,조합이 아니잖아요  뭐가 편           스토랑 이냐 그냥   맛난 것 만드세요,44
8908,이제 편스토랑 신제품 나와도 점점 안궁금해져요 저만그런가요? 혼자사는 아재임ㅎ,이제 편스토랑 신제품 나와도 점점 안궁금해져요 저만그런가요 혼자사는 아재임ㅎ,이제 편이 스토랑 신제품 나와도 점점 안 궁금해져요 저만 그런가요 혼자 사는 아재임ㅎ,42
8909,수찬님  너무 말도 잘하시고 재미있어요,수찬님  너무 말도 잘하시고 재미있어요,수찬 님  너무 말도 잘하시고 재미있어요,21
8910,전혜빈 저거 가식아니다 예전부터 지켜봤는데 착하구 뭔든 열심히 해서 호감 갔던애이다,전혜빈 저거 가식아니다 예전부터 지켜봤는데 착하구 뭔든 열심히 해서 호감 갔던애이다,전혜빈 저거 가식 아니다 예전부터 지켜봤는데 착하고 뭐든 열심히 해서 호감 갔던 애이다,46
8911,이정현 빼고 그보다 못한 전혜빈ㅋㅋㅋㅋ망조다 망조,이정현 빼고 그보다 못한 전혜빈ㅋㅋㅋㅋ망조다 망조,이정현 빼고 그보다 못한 전혜빈ㅋㅋㅋㅋ망조다 망조,27
8912,재미는없어짐 최애프로였는뎅,재미는없어짐 최애프로였는뎅,재미는 없어짐 최애 프로였는데,14
8913,다들 그냥 부러워서 그러지 ㅋㅋ 아줌마들 특징이야. 배아프면 깎아 내리는거 ㅋㅋ 좀 착하게 사세요들,다들 그냥 부러워서 그러지 ㅋㅋ 아줌마들 특징이야 배아프면 깎아 내리는거 ㅋㅋ 좀 착하게 사세요들,다들 그냥 부러워서 그러지 ㅋㅋ 아줌마들 특징이야 배 아프면 깎아내리는 거 ㅋㅋ 좀 착하게 사세요들,54
8914,이정현 요리는  독창적이고  예쁘고  진짜 맛있어보임!,이정현 요리는  독창적이고  예쁘고  진짜 맛있어보임!,이정현 요리는  독창적이고  예쁘고  진짜 맛있어 보임!,30
8915,배아프고 부러워서가 아니라 재료가 싼것들은 아니니....그런거죠,배아프고 부러워서가 아니라 재료가 싼것들은 아니니그런거죠,배 아프고 부러워서가 아니라 재료가 싼 것들은 아니니 그런 거죠,31
8916,주제 벗어나면 충언이 맞습니다ㅎ,주제 벗어나면 충언이 맞습니다ㅎ,주제 벗어나면 충언이 맞습니다ㅎ,17
8917,집 너무 이쁘다 어딜까?,집 너무 이쁘다 어딜까,집 너무 이쁘다 어딜까,12
8918,확실히 주제가 벗어나긴 했지만신기하기도 하고 마음도 이쁜데 ㅠㅜ 너무 욕만 다들 하시는게 아닌지 ㅠㅠ,확실히 주제가 벗어나긴 했지만신기하기도 하고 마음도 이쁜데 ㅠㅜ 너무 욕만 다들 하시는게 아닌지 ㅠㅠ,확실히 주제가 벗어나긴 했지만 신기하기도 하고 마음도 이쁜데 후 너무 욕만 다들 하시는 게 아닌지 ㅠㅠ,56
8919,다들잘나서 재미없네~~ 좀 실수도 하고  부족한 마음이 있어야지. ~~~,다들잘나서 재미없네 좀 실수도 하고  부족한 마음이 있어야지 ,다들 잘나서 재미없네 좀 실수도 하고  부족한 마음이 있어야지 ,34
8920,"전혜빈 좋아했었는데, 이 프로만 나오면 비호감으로 바뀔려고 하네","전혜빈 좋아했었는데, 이 프로만 나오면 비호감으로 바뀔려고 하네","전혜빈 좋아했었는데, 이 프로만 나오면 비호감으로 바뀌려고 하네",35
8921,신혼 이니까 흉내내기 좋아요 근데 페인트는 좀;;;아재린서 죄송합니다,신혼 이니까 흉내내기 좋아요 근데 페인트는 좀;;;아재린서 죄송합니다,신혼이니까 흉내 내기 좋아요 근데 페인트는 좀;;;아재린서 죄송합니다,38
8922,나혼자산다에 전혜빈나온줄;;,나혼자산다에 전혜빈나온줄;;,나 혼자 산다에 전혜빈 나온 줄;;,15
8923,아줌씨들 부러워서 그러지,아줌씨들 부러워서 그러지,아주머니들 부러워서 그러지,13
8924,왜케 다들 비판적이네 배아프시나..;,왜케 다들 비판적이네 배아프시나;,왜 이렇게 다들 비판적이네 배 아프시나;,18
8925,전혜빈 보기 좋기만 하구만 태글오지네;; 잘 살아보야서 배아프냐? 아줌미들아 ㅋㅋㅋ,전혜빈 보기 좋기만 하구만 태글오지네;; 잘 살아보야서 배아프냐 아줌미들아 ㅋㅋㅋ,전혜빈 보기 좋기만 하구먼 때 글 오지네;; 잘 살아보 야서 배 아프냐 아줌 미들 아 ㅋㅋㅋ,45
8926,오늘따라 편스토랑 산으로 가네,오늘따라 편스토랑 산으로 가네,오늘따라 편이 스토랑 산으로 가네,16
8927,돈없음 패스...나...,돈없음 패스나,돈 없음 패스나,7
8928,"이정현이  요리 원조!이정현씨 처럼  섬세한 요리는 못하는것같음!  이정현 요리는  이정현만할수있는 요리고,이분은  쫌  뭔가  흉내내는 느낌","이정현이  요리 원조!이정현씨 처럼  섬세한 요리는 못하는것같음!  이정현 요리는  이정현만할수있는 요리고,이분은  쫌  뭔가  흉내내는 느낌","이정현이  요리 원조! 이정현 씨처럼  섬세한 요리는 못하는 것 같음!  이정현 요리는  이정현만 할 수 있는 요리도, 이분은  좀  뭔가  흉내 내는 느낌",79
8929,아침부터 와인소금에 페인트칠에 스테이크에... 너무 오바하네요...,아침부터 와인소금에 페인트칠에 스테이크에 너무 오바하네요,아침부터 와인 소금에 페인트칠에 스테이크에 너무 오버 하네요,31
8930,아니 페인트 종류가 뭔진 모르겠지만ㅡㅡ 편스토랑 음식하는 집안에? 이정현 따라하는거 같은데 이건 이정현도 안함,아니 페인트 종류가 뭔진 모르겠지만ㅡㅡ 편스토랑 음식하는 집안에 이정현 따라하는거 같은데 이건 이정현도 안함,아니 페인트 종류가 뭔진 모르겠지만ㅡㅡ 편이 스토랑 음식 하는 집안에 이정현 따라 하는 거 같은데 이건 이정현도 안 함,60
8931,그래도 저번에 막 트로트 엄청 부르고 하는 거 보다가 간만에 요리하는 거 보니까 좋으네요. 앞으로도 프로그램 취지 좀 제대로 가져가 주길 ㅠㅠ,그래도 저번에 막 트로트 엄청 부르고 하는 거 보다가 간만에 요리하는 거 보니까 좋으네요 앞으로도 프로그램 취지 좀 제대로 가져가 주길 ㅠㅠ,그래도 저번에 막 트로트 엄청 부르고 하는 거 보다가 오래간만에 요리하는 거 보니까 좋네요 앞으로도 프로그램 취지 좀 제대로 가져가 주길 ㅠㅠ,78
8932,다들 왜이래....처음 남겨봐여 댓글.... 그냥 보면되지 이욕저욕 찾아서 하시네....왜저러지...소름돋네여....,다들 왜이래처음 남겨봐여 댓글 그냥 보면되지 이욕저욕 찾아서 하시네왜저러지소름돋네여,다들 왜 이래 처음 남겨봐요 댓글 그냥 보면 되지 이욕저욕 찾아서 하시네 왜 저러지 소름 돋네요,46
8933,체력도 좋다,체력도 좋다,체력도 좋다,6
8934,전씨 김치찌개 끓여,전씨 김치찌개 끓여,전 씨 김치찌개 끓여,10
8935,편스토랑 몇시에 끝나나요?,편스토랑 몇시에 끝나나요,편이 스토랑 몇 시에 끝나나요,13
8936,아까 술리스트도 애주가라 하기엔 좀 없어보이고,아까 술리스트도 애주가라 하기엔 좀 없어보이고,아까 솔리스트도 애주가라 하기엔 좀 없어 보이고,25
8937,전혜빈집 어디임,전혜빈집 어디임,전혜빈 집 어디임,8
8938,멀정한걸 왜 페인트칠을..,멀정한걸 왜 페인트칠을,멀정한 걸 왜 페인트칠을,12
8939,이거 언제 끝나요?,이거 언제 끝나요,이거 언제 끝나요,9
8940,전헤빈 정신차려,전헤빈 정신차려,전혜빈 정신 차려,8
8941,전혜빈 엄청 이쁘네,전혜빈 엄청 이쁘네,전혜빈 엄청 이쁘네,10
8942,재주꾼!~~~,재주꾼!,재주꾼!,4
8943,좀 인위적인게 많은듯,좀 인위적인게 많은듯,좀 인위적인 게 많은 듯,11
8944,오윤아나와서 잼있었는데전혜빈은 보기싫다 ㅋㅋ,오윤아나와서 잼있었는데전혜빈은 보기싫다 ㅋㅋ,오윤아 나와서 재밌었는데 전혜빈은 보기 싫다 ㅋㅋ,24
8945,장도연  극혐!!!!,장도연  극혐!!!!,장도연  극협!!!!,11
8946,소금에 페인트 냄새 다 베길듯,소금에 페인트 냄새 다 베길듯,소금에 페인트 냄새 다 베길 듯,16
8947,이정현 삘이네 전혜빈ㅡㅡ 페인트 밥하냐?,이정현 삘이네 전혜빈ㅡㅡ 페인트 밥하냐,이정현 삘 이네 전혜빈ㅡㅡ 페인트 밥하냐,21
8948,전혜빈 말하면서 뭐하는거 이정현 따라하는것같음,전혜빈 말하면서 뭐하는거 이정현 따라하는것같음,전혜빈 말하면서 뭐 하는 거 이정현 따라 하는 것 같음,25
8949,요리는 이정현  못따라옴,요리는 이정현  못따라옴,요리는 이정현  못 따라옴,13
8950,혜빈님 인기 많어?,혜빈님 인기 많어,혜빈 님 인기 많아,9
8951,뭐가 이정현 닮았다는건지 그렇게 보니 그런거 아닌가요 진심 공감이 안 가서요  뭐가 닮았는지ㅡㅡ 근데 전혜빈씨는 이번만 나왔으면 좋겠어요ㅜㅜ 재미가 없어요  보고프지 않아요 이유리씨  어여 돌아와서 1등 도전해줘요~~,뭐가 이정현 닮았다는건지 그렇게 보니 그런거 아닌가요 진심 공감이 안 가서요  뭐가 닮았는지ㅡㅡ 근데 전혜빈씨는 이번만 나왔으면 좋겠어요ㅜㅜ 재미가 없어요  보고프지 않아요 이유리씨  어여 돌아와서 1등 도전해줘요,뭐가 이정현 닮았다는 건지 그렇게 보니 그런 거 아닌가요 진심 공감이 안 가서요  뭐가 닮았는지ㅡㅡ 근데 전혜빈 씨는 이번만 나왔으면 좋겠어요ㅜㅜ 재미가 없어요  보고프지 않아요 이유리 씨  어서 돌아와서 1등 도전해줘요,119
8952,이건 또 경수진이네ㅋㅋㅋㅋㅋ여러가지 이미지를 추구하는군,이건 또 경수진이네ㅋㅋㅋㅋㅋ여러가지 이미지를 추구하는군,이건 또 경수진이네ㅋㅋㅋㅋㅋ 여러 가지 이미지를 추구하는군,30
8953,프로그램정체가 뭐니,프로그램정체가 뭐니,프로그램 정체가 뭐니,10
8954,근데 혜빈씨 남편은 된장찌게 김치찌개 먹고싶죠 부잣집으로 컸나보다 ㅎㅎ,근데 혜빈씨 남편은 된장찌게 김치찌개 먹고싶죠 부잣집으로 컸나보다 ㅎㅎ,근데 혜빈 씨 남편은 된장찌개 김치찌개 먹고 싶죠 부잣집으로 컸나 보다 ㅎㅎ,39
8955,와 저집 어디예요 채광 너무 좋다,와 저집 어디예요 채광 너무 좋다,와 저 집 어디예요 채광 너무 좋다,18
8956,요리보고픈데,요리보고픈데,요리 보고픈데,6
8957,와 이 언니 살림 솜씨는 찐인가보다 ㅋㅋㅋㅋ,와 이 언니 살림 솜씨는 찐인가보다 ㅋㅋㅋㅋ,와 이 언니 살림 솜씨는 찐인가 보다 ㅋㅋㅋㅋ,24
