,text,text_mark_rm,text_checked,text_len
336,김보민씨 리액션 원샷 좀 그만 잡아줬으면 좋겠네여....프로그램 보는데 집중이 하나도 안돼요 ㅜ,김보민씨 리액션 원샷 좀 그만 잡아줬으면 좋겠네여프로그램 보는데 집중이 하나도 안돼요 ㅜ,김보민 씨 리액션 원샷 좀 그만 잡아줬으면 좋겠네요 프로그램 보는데 집중이 하나도 안돼요 ㅜ,49
337,"톡방이 있다는건저희의견을 무시하려고 만든건아니겠죠답글 달아주는것도없으니직접전화연결ㅎㅐ서이야기하고싶지만,방송으로 확인할께요","톡방이 있다는건저희의견을 무시하려고 만든건아니겠죠답글 달아주는것도없으니직접전화연결ㅎㅐ서이야기하고싶지만,방송으로 확인할께요","톡 방이 있다는 건 저희 의견을 무시하려고 만든 건 아니겠죠 답글 달아주는것도없으니직접전화연결ㅎㅐ서이야기하고싶지만,방송으로 확인할게요",67
338,그런데 김보민아나 왜 나오는거에요? 역할이 뭐야 도대체? 계속 나올거면 가만히 좀 있던지..시끄러워 진짜~~~~ 왜 뉴스 진행 한 번 못하는지 알겠더라구요.아줌마 티내는것도 아니고..팔근육이 어쩌고 저쩌고..꼴뵈기 싫어서 보기 싫다.진짜.............,그런데 김보민아나 왜 나오는거에요 역할이 뭐야 도대체 계속 나올거면 가만히 좀 있던지시끄러워 진짜 왜 뉴스 진행 한 번 못하는지 알겠더라구요아줌마 티내는것도 아니고팔근육이 어쩌고 저쩌고꼴뵈기 싫어서 보기 싫다진짜,그런데 김보민 아나 왜 나오는 거예요 역할이 뭐야 도대체 계속 나올 거면 가만히 좀 있던지 시끄러워 진짜 왜 뉴스 진행 한 번 못하는지 알겠더라고요 아줌마 티 내는 것도 아니고 팔근육이 어쩌고저쩌고 꼴보기 싫어서 보기 싫다 진짜,118
339,"계속 방송보면서글쓰고도아,뭔가 아직 답답한마음제발제발 김보민아나운ㅅㅓ자제쫌요,,,음성듣기힘들어서화면돌리고싶을정도예요","계속 방송보면서글쓰고도아,뭔가 아직 답답한마음제발제발 김보민아나운ㅅㅓ자제쫌요,,,음성듣기힘들어서화면돌리고싶을정도예요","계속 방송 보면서 글 쓰고도 아, 뭔가 아직 답답한 마음 제발 제발 김보민 아나운서 자제 좀요,,, 음성 듣기 힘들어서 화면 돌리고 싶을 정도예요",64
340,"아제발조용히화면과 내용과 나오신분들께다 집중하고싶은데화면에 나오는 한마디한마디한장면한장면전부다ㅡ.ㅡ,,,리액션 .질문 .말꼬리따라하기김보민?아나운서 음성만너무 심하게 들리네요,,,휴화면속 주인공 음성보다더많이 하시는거같아요,더군다나다른 게스트분들 목소리는 전혀 들을수가없네요너무,,심해요시청자모드는 집에서 안나오실때 하시고,게스트로 방송 생각쫌해서적당히,,자제부탁드려요..몇회 생각하다가 씁니다.","아제발조용히화면과 내용과 나오신분들께다 집중하고싶은데화면에 나오는 한마디한마디한장면한장면전부다ㅡㅡ,,,리액션 질문 말꼬리따라하기김보민아나운서 음성만너무 심하게 들리네요,,,휴화면속 주인공 음성보다더많이 하시는거같아요,더군다나다른 게스트분들 목소리는 전혀 들을수가없네요너무,,심해요시청자모드는 집에서 안나오실때 하시고,게스트로 방송 생각쫌해서적당히,,자제부탁드려요몇회 생각하다가 씁니다","아 제발 조용히 화면과 내용과 나오신 분들께 다 집중하고 싶은데 화면에 나오는 한마디한마디한장면한장면전부다ㅡㅡ,,,리액션 질문 말꼬리 따라 하기 김보민 아나운서 음성만 너무 심하게 들리네요,,, 후 화면 속 주인공 음성보다 더 많이 하시는 거 같아요, 더군다나 다른 게스트분들 목소리는 전혀 들을 수가 없네요 너무,, 심해요 시청자 모드는 집에서 안 나오실 때 하시고, 게스트로 방송 생각 좀 해서 적당히,, 자제 부탁드려요 몇 회 생각하다가 씁니다",214
341,편스토랑에서 갑자기 슈돌을 찍는거 같은데 원래 그랬나요?,편스토랑에서 갑자기 슈돌을 찍는거 같은데 원래 그랬나요,편드 토랑에서 갑자기 슈돌을 찍는 거 같은데 원래 그랬나요,30
342,유진이 안닮고 아빠 닮으니까 애들이 그냥 그렇네,유진이 안닮고 아빠 닮으니까 애들이 그냥 그렇네,유진이 안 닮고 아빠 닮으니까 애들이 그냥 그렇네,26
343,안아병 걸린 로린이 짱 귀엽댜~~ 슈퍼맨 다시 출연해야되는거 아님?  지금 로린이 젤 귀여울땐데 시간이 아까움ㅠ,안아병 걸린 로린이 짱 귀엽댜 슈퍼맨 다시 출연해야되는거 아님  지금 로린이 젤 귀여울땐데 시간이 아까움ㅠ,안아 병 걸린 로렌이 짱 귀엽다 슈퍼맨 다시 출연해야 되는 거 아님  지금 로렌이 젤 귀여울 땐데 시간이 아까움ㅠ,59
344,"시청률이 떨어질수밖에~ 연예인들 사생활 안물안궁;;; 셀프로 터는 부부생활에 아이에 게다가 무슨 임신출산 어휴,, 드라마 볼때 몰입 뚝뚝 떨어지는건 어찌보면 넘나 당연","시청률이 떨어질수밖에 연예인들 사생활 안물안궁;;; 셀프로 터는 부부생활에 아이에 게다가 무슨 임신출산 어휴,, 드라마 볼때 몰입 뚝뚝 떨어지는건 어찌보면 넘나 당연","시청률이 떨어질 수밖에 연예인들 사생활 안 물 안고;;; 셀프로 터는 부부생활에 아이에 게다가 무슨 임신 출산 어휴,, 드라마 볼 때 몰입 뚝뚝 떨어지는 건 어찌 보면 넘나 당연",92
345,"맞아요. 이유리님, 이영자님 안나오시니 허전했어요.","맞아요 이유리님, 이영자님 안나오시니 허전했어요","맞아요 이유리 님, 이영자 님 안 나오시니 허전했어요",26
346,한지혜는 육아 프로그램인가요 ??,한지혜는 육아 프로그램인가요 ,한지혜는 육아 프로그램인가요 ,16
347,이유리 이영자 없으니까 이상하고 허전 ㅜㅜ,이유리 이영자 없으니까 이상하고 허전 ㅜㅜ,이유리 이영자 없으니까 이상하고 허전 ㅜㅜ,23
348,tmi없이 제일 깔끔하게 실력좋고 예능에도 최적화인 이유리 안 나오니까 편스토랑 같지가 않아ㅠㅠ,tmi없이 제일 깔끔하게 실력좋고 예능에도 최적화인 이유리 안 나오니까 편스토랑 같지가 않아ㅠㅠ,tmi 없이 제일 깔끔하게 실력 좋고 예능에도 최적화인 이유리 안 나오니까 편이 스토랑 같지가 않아ㅠㅠ,53
349,기태영님 고정해주세요~~  너무 재밌어요~~,기태영님 고정해주세요  너무 재밌어요,기태영 님 고정해주세요  너무 재밌어요,20
350,이유리님 왜 안나와요 ㅠㅠ,이유리님 왜 안나와요 ㅠㅠ,이유리 님 왜 안 나와요 ㅠㅠ,14
351,이영자님???,이영자님,이영자 님,4
352,마스크어디꺼?,마스크어디꺼,마스크 어디 거,6
353,보니까 수육빼고는 다 첨한거같다,보니까 수육빼고는 다 첨한거같다,보니까 수육 빼고는 다 첨한 거 같다,17
354,슈스토랑,슈스토랑,슈스 토랑,4
355,한지혜 좋은데 재미가 없다 ㅠ,한지혜 좋은데 재미가 없다 ㅠ,한지혜 좋은데 재미가 없다 ㅠ,16
356,답좀ㅠ,답좀ㅠ,답 좀ㅠ,3
357,나만 본건가?빵에 곰팜이?,나만 본건가빵에 곰팜이,나만 본 건가 빵에 곰팜이,12
358,곰팡이?,곰팡이,곰팡이,3
359,이영자는 왜 안나오나요? 아시는분?,이영자는 왜 안나오나요 아시는분,이영자는 왜 안 나오나요 아시는 분,17
360,왜 시작 안하지?,왜 시작 안하지,왜 시작 안 하지,8
361,나중에 다시 보기로 다운 받아서 그냥 기태영 부분만 볼듯. 본방은 안봄,나중에 다시 보기로 다운 받아서 그냥 기태영 부분만 볼듯 본방은 안봄,나중에 다시 보기로 다운로드해서 그냥 기태영 부분만 볼 듯 본방은 안 봄,38
362,저번주 낚시만 하고 기태영 1도 안 나오더니... 이번주에는 나올거 같지만 저번 주에 속은게 기분 나빠서 보기 싫어짐.,저번주 낚시만 하고 기태영 1도 안 나오더니 이번주에는 나올거 같지만 저번 주에 속은게 기분 나빠서 보기 싫어짐,저번 주 낚시만 하고 기태영 1도 안 나오더니 이번 주에는 나올 거 같지만 저번 주에 속은 게 기분 나빠서 보기 싫어짐,62
363,이영자님 하차는 아니시겠죠? 허전해요,이영자님 하차는 아니시겠죠 허전해요,이영자 님 하차는 아니시겠죠 허전해요,19
364,근데 이영자님 무슨일 있으신가요? 늘 듣던 목소리가 안들리니 보면서도 신이 안나고 그러네요. 건강하게 아무일없이 돌아오셔요^^^^^,근데 이영자님 무슨일 있으신가요 늘 듣던 목소리가 안들리니 보면서도 신이 안나고 그러네요 건강하게 아무일없이 돌아오셔요,근데 이영자 님 무슨 일 있으신가요 늘 듣던 목소리가 안 들리니 보면서도 신이 안 나고 그러네요 건강하게 아무 일 없이 돌아오셔요,66
365,오늘 기태영 배우님 요리하는거 안나왓어요,오늘 기태영 배우님 요리하는거 안나왓어요,오늘 기태영 배우님 요리하는 거 안 나왔어요,22
366,기태영 나왔으면 다시 보기로 그 부분만 보려고 하는데 나온지 안나오는지를 몰라서 물어 봐요,기태영 나왔으면 다시 보기로 그 부분만 보려고 하는데 나온지 안나오는지를 몰라서 물어 봐요,기태영 나왔으면 다시 보기로 그 부분만 보려고 하는데 나온 지 안 나오는지를 몰라서 물어봐요,50
367,류주부도 안 나오고 이유리도 안 보이길래 이경규 편만 보고 끝나자 마자 다른 채널로 돌렸는데,류주부도 안 나오고 이유리도 안 보이길래 이경규 편만 보고 끝나자 마자 다른 채널로 돌렸는데,류조 부도 안 나오고 이유리도 안 보이길래 이경규 편만 보고 끝나자마자 다른 채널로 돌렸는데,51
368,오늘 기태영 나왔나요. 스튜디오 말고 요리하는거요?,오늘 기태영 나왔나요 스튜디오 말고 요리하는거요,오늘 기태영 나왔나요 스튜디오 말고 요리하는 거요,26
369,"한지혜 결혼한지 20년다 되어간 줄 알았네요 20살에 결혼한거로 알고있었고 결혼한지 오래되엇는데 아이가  안생겨서 둘중 한명이 몸에 이상잇나보다 생각했는데 뒤늦게 아이가 생기네요 축하하고 건강하게 낳으시길, 가족이 화복하니 순산할겁니다","한지혜 결혼한지 20년다 되어간 줄 알았네요 20살에 결혼한거로 알고있었고 결혼한지 오래되엇는데 아이가  안생겨서 둘중 한명이 몸에 이상잇나보다 생각했는데 뒤늦게 아이가 생기네요 축하하고 건강하게 낳으시길, 가족이 화복하니 순산할겁니다","한지혜 결혼한 지 20년 다 되어간 줄 알았네요 20살에 결혼한 거로 알고 있었고 결혼한 지 오래되었는데 아이가  안 생겨서 둘 중 한 명이 몸에 이상 잇나 보다 생각했는데 뒤늦게 아이가 생기네요 축하하고 건강하게 낳으시길, 가족이 화복하니 순산할 겁니다",131
370,"오윤아 부모님 손크신것 여전하네요 저렇게 잘 먹고도 날씬한 비결은 비결은 무엇인지 궁금, 민이 정도면 착하고 순하거죠 저나이때 반항이 얼마나 심한데  특히 남자 사춘기 유명하죠 저니이대 말을 잔소리도 말도 조금만하고 거는데 좋아요","오윤아 부모님 손크신것 여전하네요 저렇게 잘 먹고도 날씬한 비결은 비결은 무엇인지 궁금, 민이 정도면 착하고 순하거죠 저나이때 반항이 얼마나 심한데  특히 남자 사춘기 유명하죠 저니이대 말을 잔소리도 말도 조금만하고 거는데 좋아요","오윤아 부모님 손크신 것 여전하네요 저렇게 잘 먹고도 날씬한 비결은 비결은 무엇인지 궁금, 민이 정도면 착하고 순한 거죠 저 나이 때 반항이 얼마나 심한데  특히 남자 사춘기 유명하죠 저니 이대 말을 잔소리도 말도 조금만 하고 거는데 좋아요",128
371,너무예뻐서 아시는분 답글주세요ㅠㅠ 낼 아침에 정보가 있기를 ㅠㅠ 다들 좋은밤되세요~~ ㅎㅎ,너무예뻐서 아시는분 답글주세요ㅠㅠ 낼 아침에 정보가 있기를 ㅠㅠ 다들 좋은밤되세요 ㅎㅎ,너무 예뻐서 아시는 분 답글주세요ㅠㅠ 낼 아침에 정보가 있기를 ㅠㅠ 다들 좋은 밤 되세요 ㅎㅎ,48
372,지혜님 귀걸이정보 저도 궁굼요!! 복지리는 나주래요!!,지혜님 귀걸이정보 저도 궁굼요!! 복지리는 나주래요!!,지혜님 귀걸이 정보 저도 궁금요!! 복국은 나주래요!!,30
373,저도 10년만에 아이가 생겼어요. 지혜씨를 보면서 그때가 생각나면서 마음이 울컥 하네요. 임신 축하하고 순산하시길 바랍니다. 남편분은 참 졸으신 분 같아요.,저도 10년만에 아이가 생겼어요 지혜씨를 보면서 그때가 생각나면서 마음이 울컥 하네요 임신 축하하고 순산하시길 바랍니다 남편분은 참 졸으신 분 같아요,저도 10년 만에 아이가 생겼어요 지혜 씨를 보면서 그때가 생각나면서 마음이 울컥하네요 임신 축하하고 순산하시길 바랍니다 남편분은 참 졸으신 분 같아요,83
374,편스의 마스코트 이유리 씨 안 나오니까 허전하네요...,편스의 마스코트 이유리 씨 안 나오니까 허전하네요,편수의 마스코트 이유리 씨 안 나오니까 허전하네요,27
375,한지혜씨 귀걸이 아시는분??,한지혜씨 귀걸이 아시는분,한지혜 씨 귀걸이 아시는 분,13
376,오늘 출연자에 이영자 추가해서 쭉갑니다.,오늘 출연자에 이영자 추가해서 쭉갑니다,오늘 출연자에 이영자 추가해서 쭉 갑니다,21
377,이유리 안나오네ㅠㅠㅠ,이유리 안나오네ㅠㅠㅠ,이유리 안나오네ㅠㅠㅠ,11
378,복지리 어딘가요?,복지리 어딘가요,복국 어딘가요,8
379,지금 복지리 먹는 건가? 복은 어설프게 집에서 조리하면 안 될 텐데...,지금 복지리 먹는 건가 복은 어설프게 집에서 조리하면 안 될 텐데,지금 복국 먹는 건가 복은 어설프게 집에서 조리하면 안 될 텐데,36
380,왜 기태영 안나옴,왜 기태영 안나옴,왜 기태영 안 나옴,9
381,한지혜씨 어쩜 피부도 좋고 예뻐요~~ 저렇게 예쁜 임산부는 첨이네요ㅎㅎ 투명피부!행복가득얼굴 보기좋아요!!,한지혜씨 어쩜 피부도 좋고 예뻐요 저렇게 예쁜 임산부는 첨이네요ㅎㅎ 투명피부!행복가득얼굴 보기좋아요!!,한지혜 씨 어쩜 피부도 좋고 예뻐요 저렇게 예쁜 임산부는 첨이네요ㅎㅎ 투명 피부! 행복 가득 얼굴 보기 좋아요!!,57
